NULL,94,102
NULL,75,1192
NULL,75,1181
NULL,76,191
NULL,74,501
NULL,77,747
NULL,85,678
NULL,85,811
NULL,85,813
NULL,85,790
NULL,84,507
NULL,84,495
NULL,84,506
NULL,84,386
NULL,84,389
NULL,84,540
NULL,84,553
NULL,84,534
NULL,83,133
NULL,83,197
NULL,83,138
NULL,82,1173
NULL,82,1423
NULL,82,1433
NULL,87,255
NULL,83,155
NULL,83,277
NULL,90,496
NULL,90,486
NULL,91,578
NULL,86,1351
NULL,93,618
NULL,82,1398
NULL,78,1191
NULL,78,1185
NULL,79,188
NULL,81,726
NULL,80,479
NULL,88,375
NULL,89,710
NULL,93,773
NULL,92,246
NULL,92,247
NULL,92,3
NULL,92,248
NULL,92,52
NULL,92,4
NULL,92,198
NULL,92,149
NULL,92,53
NULL,92,101
NULL,92,54
NULL,92,102
NULL,92,249
NULL,92,199
NULL,92,5
NULL,92,150
NULL,92,151
NULL,92,55
NULL,92,250
NULL,92,200
NULL,92,152
NULL,92,56
NULL,92,153
NULL,92,201
NULL,92,154
NULL,92,155
NULL,92,103
NULL,92,104
NULL,92,251
NULL,92,252
NULL,92,105
NULL,92,203
NULL,92,7
NULL,92,57
NULL,92,58
NULL,92,202
NULL,92,253
NULL,92,8
NULL,92,9
NULL,92,59
NULL,92,204
NULL,92,60
NULL,92,106
NULL,92,254
NULL,92,255
NULL,92,10
NULL,92,156
NULL,92,61
NULL,92,205
NULL,92,206
NULL,92,107
NULL,92,108
NULL,92,158
NULL,92,159
NULL,92,160
NULL,92,161
NULL,92,11
NULL,92,256
NULL,92,12
NULL,92,62
NULL,92,207
NULL,92,109
NULL,92,257
NULL,92,258
NULL,92,13
NULL,92,63
NULL,92,162
NULL,92,14
NULL,92,64
NULL,92,208
NULL,92,163
NULL,92,110
NULL,92,164
NULL,92,65
NULL,92,259
NULL,92,209
NULL,92,15
NULL,92,66
NULL,92,210
NULL,92,111
NULL,92,211
NULL,92,112
NULL,92,260
NULL,92,261
NULL,92,16
NULL,92,67
NULL,92,212
NULL,92,113
NULL,92,113
NULL,92,262
NULL,92,17
NULL,92,68
NULL,92,213
NULL,92,165
NULL,92,214
NULL,92,166
NULL,92,215
NULL,92,69
NULL,92,216
NULL,92,114
NULL,92,167
NULL,92,168
NULL,92,115
NULL,92,263
NULL,92,70
NULL,92,18
NULL,92,169
NULL,92,264
NULL,92,71
NULL,92,19
NULL,92,170
NULL,92,72
NULL,92,217
NULL,92,116
NULL,92,20
NULL,92,171
NULL,92,218
NULL,92,117
NULL,92,118
NULL,92,118
NULL,92,73
NULL,92,265
NULL,92,172
NULL,92,21
NULL,92,173
NULL,92,119
NULL,92,22
NULL,92,174
NULL,92,74
NULL,92,23
NULL,92,120
NULL,92,266
NULL,92,219
NULL,92,24
NULL,92,75
NULL,92,220
NULL,92,121
NULL,92,267
NULL,92,122
NULL,92,25
NULL,92,268
NULL,92,76
NULL,92,26
NULL,92,221
NULL,92,1131
NULL,92,77
NULL,92,27
NULL,92,222
NULL,92,175
NULL,92,269
NULL,92,176
NULL,92,223
NULL,92,28
NULL,92,177
NULL,92,224
NULL,92,270
NULL,92,124
NULL,92,125
NULL,92,29
NULL,92,78
NULL,92,271
NULL,92,30
NULL,92,178
NULL,92,179
NULL,92,180
NULL,92,225
NULL,92,226
NULL,92,79
NULL,92,126
NULL,92,227
NULL,92,272
NULL,92,31
NULL,92,127
NULL,92,273
NULL,92,274
NULL,92,32
NULL,92,80
NULL,86,1132
NULL,86,1413
NULL,86,1140
NULL,88,485
